account_id,churn_probability,churn_probability_percent,risk_level,health_score,action_priority,recommended_action,industry,country,signup_date,referral_source,initial_plan_tier,initial_seats,churn_flag,subscription_count,ever_upgraded,ever_downgraded,latest_plan_tier,latest_seats,latest_mrr,latest_is_trial,latest_billing_frequency,latest_auto_renew,usage_event_count,total_usage_count,total_usage_duration_secs,total_errors,unique_features_used,active_usage_days,last_usage_date,beta_usage_events,errors_per_100_usage,average_duration_per_event,average_usage_per_event,days_since_last_usage,ticket_count,average_first_response_minutes,average_resolution_hours,average_satisfaction_score,escalation_count,last_support_ticket_date,has_support_tickets,customer_tenure_days,seat_change,plan_changed,days_since_last_support_ticket,has_satisfaction_score,top_risk_signals
A-a2485e,0.6166544985801463,61.7,High,38.3,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",FinTech,US,2024-08-04,event,Pro,3,0,6,0,1,Enterprise,17,3383,0,annual,1,28,317,102647,13,22,28,2024-11-27,5,4.100946372239748,3665.964285714286,11.321428571428571,34,0.0,,,,0.0,,0,149,14,1,,0,"['numeric__has_support_tickets', 'categorical__referral_source_event', 'numeric__subscription_count']"
A-ccb686,0.615522864498966,61.6,High,38.4,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",DevTools,US,2024-01-22,other,Basic,10,0,12,1,1,Basic,11,209,0,annual,1,70,721,203848,46,35,66,2024-12-28,8,6.38002773925104,2912.114285714286,10.3,3,1.0,30.0,67.0,4.0,0.0,2023-11-06,1,344,1,0,421.0,1,"['categorical__industry_DevTools', 'numeric__unique_features_used', 'numeric__active_usage_days']"
A-157070,0.6154236246625344,61.5,High,38.5,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",FinTech,US,2023-11-09,ads,Pro,16,0,16,1,1,Basic,38,722,0,annual,1,71,696,186928,26,37,70,2024-12-28,7,3.7356321839080464,2632.788732394366,9.80281690140845,3,3.0,118.0,42.333333333333336,3.0,1.0,2024-12-04,1,418,22,1,27.0,1,"['numeric__unique_features_used', 'numeric__active_usage_days', 'numeric__errors_per_100_usage']"
A-812c5b,0.6142846342135061,61.4,High,38.6,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",DevTools,CA,2024-02-25,organic,Basic,55,1,13,0,0,Pro,55,2695,0,monthly,1,88,866,269595,46,33,84,2024-12-28,11,5.311778290993072,3063.579545454545,9.840909090909092,3,4.0,88.25,27.0,4.0,0.0,2024-08-28,1,310,0,1,125.0,1,"['numeric__active_usage_days', 'categorical__industry_DevTools', 'numeric__unique_features_used']"
A-bcf664,0.6130187488969524,61.3,High,38.7,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",DevTools,US,2023-05-19,other,Pro,5,0,13,0,0,Pro,47,2303,0,annual,1,56,575,181920,28,31,54,2024-12-24,5,4.869565217391305,3248.5714285714284,10.267857142857142,7,5.0,110.6,36.0,4.0,1.0,2024-11-16,1,592,42,0,45.0,1,"['categorical__industry_DevTools', 'categorical__country_US', 'numeric__unique_features_used']"
A-e3bd71,0.6113092925820172,61.1,High,38.9,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",Cybersecurity,US,2023-03-25,partner,Basic,31,0,11,1,1,Pro,31,1519,0,annual,0,61,638,187024,27,32,60,2024-12-20,3,4.231974921630094,3065.967213114754,10.459016393442624,11,4.0,119.0,30.25,4.0,0.0,2024-01-25,1,647,0,1,341.0,1,"['numeric__errors_per_100_usage', 'numeric__latest_auto_renew', 'numeric__unique_features_used']"
A-7f6b86,0.6108708183514339,61.1,High,38.9,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",HealthTech,US,2023-08-24,partner,Basic,45,1,9,1,0,Basic,45,855,0,annual,1,41,420,144249,14,27,41,2024-12-26,3,3.333333333333333,3518.268292682927,10.24390243902439,5,7.0,96.57142857142856,40.42857142857143,3.6666666666666665,0.0,2024-12-20,1,495,0,0,11.0,1,"['numeric__errors_per_100_usage', 'categorical__country_US', 'numeric__days_since_last_usage']"
A-526d93,0.6100118499727009,61.0,High,39.0,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",HealthTech,FR,2024-04-14,organic,Basic,43,0,9,1,0,Enterprise,43,8557,0,annual,0,56,565,159213,45,28,55,2024-12-22,5,7.964601769911504,2843.089285714286,10.089285714285714,9,5.0,134.6,51.4,3.5,1.0,2024-11-13,1,261,0,1,48.0,1,"['categorical__country_FR', 'categorical__latest_plan_tier_Enterprise', 'numeric__latest_auto_renew']"
A-f44180,0.6095550159511628,61.0,High,39.0,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",Cybersecurity,UK,2023-02-13,event,Pro,9,0,11,0,0,Basic,10,0,1,annual,0,52,520,164121,22,27,51,2024-12-15,10,4.230769230769231,3156.173076923077,10.0,16,2.0,123.0,46.5,5.0,0.0,2024-04-28,1,687,1,1,247.0,1,"['categorical__referral_source_event', 'numeric__errors_per_100_usage', 'numeric__latest_auto_renew']"
A-4d1e75,0.6083540717890965,60.8,High,39.2,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",DevTools,US,2024-08-21,other,Basic,20,0,13,1,1,Pro,47,0,1,monthly,0,51,477,148106,25,28,48,2024-12-15,5,5.241090146750524,2904.0392156862745,9.352941176470589,16,2.0,98.5,15.0,4.0,0.0,2024-07-10,1,132,27,1,174.0,1,"['categorical__industry_DevTools', 'numeric__latest_auto_renew', 'categorical__country_US']"
A-712426,0.6075828575183408,60.8,High,39.2,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",HealthTech,US,2024-11-10,other,Enterprise,9,0,15,1,0,Enterprise,63,0,1,annual,1,70,696,214681,31,32,68,2024-12-27,6,4.454022988505748,3066.8714285714286,9.942857142857145,4,6.0,79.16666666666667,37.333333333333336,4.4,0.0,2024-12-10,1,51,54,0,21.0,1,"['numeric__active_usage_days', 'categorical__latest_plan_tier_Enterprise', 'numeric__unique_features_used']"
A-1e1b80,0.6062806102867788,60.6,High,39.4,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",FinTech,CA,2023-09-12,other,Enterprise,50,0,12,1,0,Basic,50,950,0,annual,1,68,682,209315,47,34,67,2024-12-18,2,6.89149560117302,3078.1617647058824,10.029411764705882,13,6.0,67.5,43.0,3.2,0.0,2024-08-23,1,476,0,1,130.0,1,"['numeric__unique_features_used', 'numeric__active_usage_days', 'numeric__plan_changed']"
A-4437e4,0.6056278751437688,60.6,High,39.4,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",Cybersecurity,US,2023-09-16,event,Enterprise,3,0,16,1,1,Basic,9,171,0,annual,1,83,806,260271,43,37,81,2024-12-10,8,5.334987593052109,3135.7951807228915,9.710843373493976,21,6.0,125.33333333333331,34.666666666666664,3.0,2.0,2024-11-16,1,472,6,1,45.0,1,"['numeric__active_usage_days', 'numeric__unique_features_used', 'categorical__referral_source_event']"
A-503d5a,0.6021628966902712,60.2,High,39.8,Priority 1 - Review,"Prioritise Customer Success review and investigate usage, subscription and support signals.",FinTech,US,2023-10-21,other,Enterprise,4,1,12,0,1,Enterprise,56,11144,0,annual,0,59,605,211565,32,34,57,2024-12-15,6,5.289256198347108,3585.8474576271187,10.254237288135592,16,9.0,81.77777777777777,36.55555555555556,4.0,0.0,2024-11-20,1,437,52,0,41.0,1,"['numeric__unique_features_used', 'categorical__latest_plan_tier_Enterprise', 'numeric__latest_auto_renew']"
A-0158bb,0.5978364380897092,59.8,Medium,40.2,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,DE,2024-05-22,partner,Basic,5,0,6,1,0,Pro,45,2205,0,annual,1,36,364,122051,22,19,35,2024-12-28,3,6.043956043956044,3390.305555555556,10.11111111111111,3,1.0,50.0,32.0,3.0,0.0,2024-01-11,1,223,40,1,355.0,1,"['categorical__country_DE', 'numeric__subscription_count', 'numeric__days_since_last_usage']"
A-d4ac0e,0.5944623731132541,59.4,Medium,40.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,UK,2024-04-20,ads,Basic,18,0,19,1,0,Pro,18,882,0,monthly,1,80,793,245619,53,38,76,2024-12-26,9,6.6834804539722565,3070.2375,9.9125,5,4.0,34.0,21.0,3.5,0.0,2024-10-23,1,255,0,1,69.0,1,"['numeric__unique_features_used', 'numeric__active_usage_days', 'categorical__industry_DevTools']"
A-296d7c,0.5937898075602447,59.4,Medium,40.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,DE,2023-11-08,other,Enterprise,2,0,7,0,0,Pro,6,294,0,annual,1,33,357,124753,18,21,31,2024-11-26,7,5.042016806722689,3780.39393939394,10.818181818181818,35,5.0,105.2,50.4,3.75,0.0,2024-07-24,1,419,4,1,160.0,1,"['categorical__country_DE', 'categorical__industry_DevTools', 'numeric__subscription_count']"
A-43a9e3,0.5924553571101864,59.2,Medium,40.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,IN,2023-08-17,other,Basic,18,1,8,1,0,Pro,18,882,0,monthly,1,35,355,101136,14,23,35,2024-12-29,2,3.943661971830986,2889.6,10.142857142857142,2,3.0,73.33333333333333,38.0,4.0,0.0,2024-06-26,1,502,0,1,188.0,1,"['numeric__errors_per_100_usage', 'numeric__days_since_last_usage', 'numeric__plan_changed']"
A-4e960a,0.5900056206565693,59.0,Medium,41.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2024-01-17,other,Enterprise,12,1,12,0,1,Basic,12,228,0,monthly,1,49,512,153943,21,29,47,2024-12-28,5,4.1015625,3141.6938775510203,10.448979591836734,3,6.0,83.16666666666667,29.166666666666668,4.0,0.0,2024-12-08,1,349,0,1,23.0,1,"['numeric__errors_per_100_usage', 'categorical__country_US', 'numeric__days_since_last_usage']"
A-c1dfe1,0.5894702818070119,58.9,Medium,41.1,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,DE,2023-08-07,ads,Pro,26,0,8,1,1,Basic,26,494,0,monthly,0,39,375,127687,30,24,39,2024-12-23,4,8.0,3274.025641025641,9.615384615384617,8,3.0,93.66666666666669,50.333333333333336,4.0,0.0,2024-07-08,1,512,0,1,176.0,1,"['categorical__country_DE', 'categorical__industry_DevTools', 'numeric__latest_auto_renew']"
A-cb6cc6,0.586604125896735,58.7,Medium,41.3,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2023-04-03,ads,Basic,13,0,7,1,0,Pro,25,1225,0,monthly,1,35,314,101719,26,21,34,2024-12-21,0,8.280254777070063,2906.2571428571428,8.971428571428572,10,3.0,131.66666666666666,16.333333333333332,3.5,0.0,2024-11-25,1,638,12,1,36.0,1,"['categorical__industry_DevTools', 'numeric__subscription_count', 'numeric__average_usage_per_event']"
A-038089,0.5851244453037209,58.5,Medium,41.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,FR,2023-12-19,other,Pro,5,1,3,0,0,Basic,5,95,0,annual,1,20,210,63673,15,15,19,2024-11-28,1,7.142857142857142,3183.65,10.5,33,6.0,86.16666666666667,30.166666666666668,3.6666666666666665,0.0,2024-05-25,1,378,0,1,220.0,1,"['numeric__subscription_count', 'categorical__industry_DevTools', 'categorical__country_FR']"
A-4c56c9,0.5844713368044333,58.4,Medium,41.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2023-12-20,partner,Enterprise,9,1,13,0,0,Basic,18,342,0,annual,1,64,623,195927,38,34,61,2024-12-08,7,6.099518459069021,3061.359375,9.734375,23,5.0,68.2,38.6,3.75,0.0,2024-10-05,1,377,9,1,87.0,1,"['numeric__unique_features_used', 'numeric__active_usage_days', 'categorical__country_US']"
A-fe79a5,0.5841984898167406,58.4,Medium,41.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,IN,2024-02-21,ads,Basic,9,0,10,1,0,Enterprise,9,1791,0,annual,1,33,335,96672,17,22,33,2024-12-08,2,5.074626865671641,2929.454545454545,10.151515151515152,23,4.0,61.0,28.5,5.0,0.0,2024-12-25,1,314,0,1,6.0,1,"['categorical__latest_plan_tier_Enterprise', 'numeric__plan_changed', 'categorical__industry_HealthTech']"
A-068fc6,0.5838531403840453,58.4,Medium,41.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2023-07-17,event,Enterprise,35,0,10,1,0,Enterprise,35,6965,0,monthly,1,59,598,189037,29,32,57,2024-12-29,5,4.849498327759197,3204.0169491525426,10.135593220338984,2,5.0,121.4,38.8,4.333333333333333,0.0,2024-04-25,1,533,0,0,250.0,1,"['categorical__referral_source_event', 'categorical__latest_plan_tier_Enterprise', 'numeric__unique_features_used']"
A-f9cc74,0.5832060708331138,58.3,Medium,41.7,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,FR,2024-10-12,partner,Enterprise,30,0,10,1,0,Pro,30,0,1,monthly,1,50,484,130826,22,30,49,2024-12-31,7,4.545454545454546,2616.52,9.68,0,6.0,118.33333333333331,49.833333333333336,4.0,0.0,2024-12-09,1,80,0,1,22.0,1,"['categorical__industry_DevTools', 'categorical__country_FR', 'numeric__days_since_last_usage']"
A-5790f4,0.5803393656672015,58.0,Medium,42.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,UK,2024-12-22,event,Pro,1,0,6,0,0,Basic,33,627,0,monthly,0,35,321,95888,26,25,35,2024-12-09,2,8.09968847352025,2739.657142857143,9.17142857142857,22,4.0,57.25,44.0,4.0,1.0,2024-10-19,1,9,32,1,73.0,1,"['categorical__referral_source_event', 'numeric__subscription_count', 'numeric__latest_auto_renew']"
A-86902e,0.5800260313220044,58.0,Medium,42.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,IN,2023-05-02,other,Enterprise,34,0,10,1,0,Enterprise,34,6766,0,annual,1,63,628,202329,36,32,59,2024-12-12,6,5.7324840764331215,3211.5714285714284,9.968253968253968,19,9.0,71.44444444444444,40.888888888888886,3.5,0.0,2024-06-03,1,609,0,0,211.0,1,"['categorical__latest_plan_tier_Enterprise', 'numeric__unique_features_used', 'numeric__active_usage_days']"
A-22d9d2,0.5779733672437409,57.8,Medium,42.2,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,FR,2024-03-22,event,Pro,8,0,14,1,1,Pro,32,1568,0,monthly,1,75,782,239679,43,35,74,2024-12-20,6,5.498721227621484,3195.72,10.426666666666666,11,6.0,88.0,16.0,4.0,1.0,2024-10-15,1,284,24,0,77.0,1,"['numeric__active_usage_days', 'categorical__industry_DevTools', 'numeric__unique_features_used']"
A-9123ac,0.5769843096833327,57.7,Medium,42.3,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,DE,2023-06-20,organic,Pro,9,0,7,0,1,Enterprise,18,3582,0,annual,1,37,386,120014,24,28,37,2024-12-19,4,6.217616580310881,3243.6216216216217,10.432432432432432,12,6.0,91.66666666666669,38.833333333333336,4.2,0.0,2024-11-22,1,560,9,1,39.0,1,"['categorical__country_DE', 'categorical__latest_plan_tier_Enterprise', 'numeric__subscription_count']"
A-1b707d,0.5761566616697725,57.6,Medium,42.4,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,US,2023-07-14,organic,Enterprise,1,0,8,1,0,Basic,2,0,1,annual,0,38,399,110456,12,27,35,2024-12-13,3,3.007518796992481,2906.736842105264,10.5,18,3.0,75.33333333333333,42.66666666666666,,0.0,2024-10-18,1,536,1,1,74.0,0,"['numeric__errors_per_100_usage', 'numeric__latest_auto_renew', 'categorical__country_US']"
A-42b791,0.5749430878245598,57.5,Medium,42.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,AU,2024-05-20,event,Pro,3,0,7,0,0,Basic,20,380,0,monthly,0,32,312,84693,6,19,32,2024-12-20,2,1.9230769230769231,2646.65625,9.75,11,3.0,72.0,33.666666666666664,4.0,0.0,2023-12-12,1,225,17,1,385.0,1,"['numeric__errors_per_100_usage', 'categorical__referral_source_event', 'numeric__subscription_count']"
A-6f50ae,0.5738223868836191,57.4,Medium,42.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2023-09-21,partner,Pro,19,1,14,0,1,Enterprise,19,3781,0,monthly,1,83,811,240012,48,35,76,2024-12-22,5,5.9186189889025895,2891.710843373494,9.771084337349398,9,5.0,87.4,31.0,4.5,0.0,2024-11-14,1,467,0,1,47.0,1,"['numeric__active_usage_days', 'numeric__unique_features_used', 'categorical__latest_plan_tier_Enterprise']"
A-7f8241,0.573530304970571,57.4,Medium,42.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2023-03-14,organic,Pro,34,1,15,1,0,Enterprise,34,6766,0,monthly,0,77,734,227186,38,34,74,2024-12-21,5,5.177111716621254,2950.4675324675327,9.532467532467532,10,1.0,135.0,36.0,3.0,0.0,2024-04-19,1,658,0,1,256.0,1,"['numeric__active_usage_days', 'numeric__unique_features_used', 'categorical__latest_plan_tier_Enterprise']"
A-180abf,0.5725959869037699,57.3,Medium,42.7,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2023-08-14,event,Pro,64,1,9,1,0,Pro,64,3136,0,monthly,1,48,499,136250,28,29,47,2024-12-17,5,5.61122244488978,2838.5416666666665,10.395833333333334,14,3.0,62.333333333333336,36.333333333333336,3.0,0.0,2024-07-30,1,505,0,0,154.0,1,"['categorical__industry_DevTools', 'categorical__referral_source_event', 'categorical__country_US']"
A-410e86,0.5724424747249943,57.2,Medium,42.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2024-11-10,organic,Basic,24,0,7,0,0,Enterprise,24,4776,0,monthly,0,30,292,107443,21,22,29,2024-12-27,3,7.191780821917808,3581.4333333333334,9.733333333333333,4,5.0,110.0,42.6,3.5,0.0,2024-04-28,1,51,0,1,247.0,1,"['categorical__latest_plan_tier_Enterprise', 'numeric__subscription_count', 'numeric__latest_auto_renew']"
A-0dbdc6,0.5683144377121575,56.8,Medium,43.2,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,Cybersecurity,DE,2023-02-12,other,Pro,30,1,9,0,0,Pro,47,2303,0,annual,1,52,512,155107,31,32,51,2024-12-31,6,6.0546875,2982.826923076923,9.846153846153848,0,4.0,95.25,47.0,5.0,0.0,2024-10-10,1,688,17,0,82.0,1,"['categorical__country_DE', 'numeric__days_since_last_usage', 'numeric__unique_features_used']"
A-8b0451,0.5676839749992549,56.8,Medium,43.2,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,UK,2024-09-16,event,Enterprise,41,0,10,0,0,Enterprise,41,8159,0,annual,1,60,606,177930,45,32,55,2024-12-31,6,7.425742574257425,2965.5,10.1,0,7.0,83.71428571428571,26.571428571428573,3.5,0.0,2024-12-10,1,106,0,0,21.0,1,"['categorical__referral_source_event', 'categorical__latest_plan_tier_Enterprise', 'numeric__days_since_last_usage']"
A-f45426,0.5655232172671063,56.6,Medium,43.4,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2024-08-05,organic,Basic,9,0,11,0,1,Pro,9,441,0,monthly,0,61,624,191651,49,33,58,2024-12-26,5,7.852564102564102,3141.8196721311474,10.229508196721312,5,3.0,69.0,17.0,4.0,0.0,2024-08-24,1,148,0,1,129.0,1,"['numeric__unique_features_used', 'numeric__latest_auto_renew', 'categorical__country_US']"
A-098560,0.5652974668632842,56.5,Medium,43.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,UK,2023-10-21,ads,Enterprise,1,1,11,1,0,Enterprise,4,796,0,monthly,1,55,567,174302,32,32,54,2024-12-22,8,5.64373897707231,3169.1272727272726,10.309090909090909,9,2.0,100.0,28.0,3.0,1.0,2024-12-28,1,437,3,0,3.0,1,"['categorical__industry_DevTools', 'categorical__latest_plan_tier_Enterprise', 'numeric__unique_features_used']"
A-c608c8,0.5636482043569007,56.4,Medium,43.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,DE,2023-04-27,ads,Pro,3,1,8,1,1,Pro,21,1029,0,annual,1,43,445,144345,27,29,40,2024-12-31,5,6.067415730337078,3356.860465116279,10.348837209302326,0,2.0,66.0,59.0,3.0,0.0,2024-08-16,1,614,18,0,137.0,1,"['categorical__country_DE', 'categorical__industry_DevTools', 'numeric__days_since_last_usage']"
A-9f9299,0.5618554258597511,56.2,Medium,43.8,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2023-09-02,organic,Enterprise,28,0,15,0,0,Pro,28,1372,0,annual,1,85,830,258465,54,37,81,2024-12-26,10,6.506024096385541,3040.764705882353,9.764705882352942,5,5.0,116.2,36.2,5.0,0.0,2024-12-28,1,486,0,1,3.0,1,"['numeric__active_usage_days', 'numeric__unique_features_used', 'categorical__country_US']"
A-993085,0.5571983510424813,55.7,Medium,44.3,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2023-06-01,ads,Basic,31,0,15,1,1,Enterprise,42,8358,0,monthly,0,70,665,216015,50,33,64,2024-12-20,7,7.518796992481203,3085.928571428572,9.5,11,4.0,82.0,46.5,3.5,0.0,2024-12-09,1,579,11,1,22.0,1,"['numeric__unique_features_used', 'numeric__active_usage_days', 'categorical__latest_plan_tier_Enterprise']"
A-e89151,0.5554066544926609,55.5,Medium,44.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,UK,2023-09-14,organic,Pro,8,1,9,1,0,Enterprise,44,8756,0,annual,1,58,601,188786,29,30,54,2024-12-30,13,4.825291181364393,3254.9310344827586,10.362068965517242,1,2.0,48.5,41.5,5.0,0.0,2024-10-10,1,474,36,1,82.0,1,"['categorical__latest_plan_tier_Enterprise', 'numeric__days_since_last_usage', 'numeric__average_first_response_minutes']"
A-5a3eb9,0.5545645210323025,55.5,Medium,44.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,CA,2023-08-20,other,Enterprise,18,0,13,0,1,Pro,18,882,0,annual,1,69,722,216880,34,34,64,2024-12-11,7,4.709141274238228,3143.188405797101,10.46376811594203,20,3.0,83.0,24.0,,0.0,2024-04-08,1,499,0,1,267.0,0,"['categorical__industry_DevTools', 'numeric__unique_features_used', 'numeric__active_usage_days']"
A-9c18c4,0.5514868984205218,55.1,Medium,44.9,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2023-07-27,ads,Pro,11,1,10,1,0,Enterprise,11,2189,0,monthly,1,56,556,178453,37,30,53,2024-12-13,4,6.654676258992806,3186.660714285714,9.928571428571429,18,4.0,130.25,42.25,4.0,0.0,2024-12-08,1,523,0,1,23.0,1,"['categorical__latest_plan_tier_Enterprise', 'categorical__country_US', 'numeric__plan_changed']"
A-f97b9a,0.5501723703375601,55.0,Medium,45.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2023-07-09,event,Pro,16,0,11,1,0,Pro,16,784,0,annual,1,56,561,173241,33,29,52,2024-12-29,6,5.88235294117647,3093.589285714286,10.017857142857142,2,7.0,69.85714285714286,31.714285714285715,3.6666666666666665,0.0,2024-11-14,1,541,0,0,47.0,1,"['categorical__referral_source_event', 'categorical__country_US', 'numeric__days_since_last_usage']"
A-ce550d,0.5490317101911221,54.9,Medium,45.1,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,HealthTech,US,2024-10-27,event,Enterprise,35,1,9,1,0,Enterprise,109,21691,0,monthly,1,58,579,215779,31,32,56,2024-12-23,4,5.354058721934369,3720.3275862068967,9.982758620689657,8,7.0,107.85714285714286,42.285714285714285,3.8,1.0,2024-10-25,1,65,74,0,67.0,1,"['categorical__referral_source_event', 'categorical__latest_plan_tier_Enterprise', 'numeric__unique_features_used']"
A-342303,0.546557888626169,54.7,Medium,45.3,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2024-03-16,other,Pro,1,0,3,0,0,Enterprise,10,0,1,annual,1,15,141,23149,5,12,15,2024-11-26,1,3.546099290780142,1543.2666666666669,9.4,35,3.0,71.33333333333333,29.33333333333333,4.5,0.0,2024-03-03,1,290,9,1,303.0,1,"['numeric__subscription_count', 'numeric__errors_per_100_usage', 'categorical__latest_plan_tier_Enterprise']"
A-cab532,0.5451960565499245,54.5,Medium,45.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,FR,2023-04-03,organic,Pro,11,0,15,1,1,Pro,35,1715,0,annual,1,101,1005,273639,47,38,96,2024-12-30,7,4.676616915422885,2709.29702970297,9.950495049504951,1,1.0,175.0,32.0,4.0,0.0,2024-03-28,1,638,24,0,278.0,1,"['numeric__active_usage_days', 'numeric__unique_features_used', 'categorical__industry_DevTools']"
A-67be94,0.5451192416032625,54.5,Medium,45.5,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2023-04-04,organic,Enterprise,26,0,7,1,0,Pro,26,1274,0,monthly,1,42,416,127197,17,26,41,2024-12-18,3,4.086538461538462,3028.5,9.904761904761903,13,5.0,51.0,38.6,4.0,0.0,2024-11-28,1,637,0,1,33.0,1,"['numeric__errors_per_100_usage', 'numeric__subscription_count', 'categorical__country_US']"
A-e08cd3,0.5440564914071891,54.4,Medium,45.6,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2024-09-21,ads,Pro,67,0,11,0,1,Basic,67,1273,0,annual,1,43,432,138064,21,30,43,2024-12-30,7,4.861111111111112,3210.7906976744184,10.046511627906977,1,8.0,93.0,30.375,4.0,0.0,2024-12-26,1,101,0,1,5.0,1,"['numeric__days_since_last_usage', 'categorical__country_US', 'numeric__plan_changed']"
A-b11cd0,0.5403010342082682,54.0,Medium,46.0,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,DevTools,US,2023-01-20,ads,Pro,26,1,6,0,0,Pro,26,1274,0,annual,1,29,278,85711,16,21,28,2024-12-21,1,5.755395683453238,2955.551724137931,9.586206896551724,10,4.0,140.75,38.5,4.0,0.0,2024-10-08,1,711,0,0,84.0,1,"['categorical__industry_DevTools', 'numeric__subscription_count', 'categorical__country_US']"
A-95b24a,0.5392561609915925,53.9,Medium,46.1,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,FinTech,US,2023-06-06,event,Pro,38,1,11,1,1,Pro,38,0,1,annual,1,62,611,188856,34,32,59,2024-12-31,8,5.564648117839607,3046.064516129032,9.85483870967742,0,5.0,90.4,21.2,4.25,0.0,2024-03-14,1,574,0,0,292.0,1,"['categorical__referral_source_event', 'numeric__days_since_last_usage', 'numeric__unique_features_used']"
A-0cc442,0.5380491245817606,53.8,Medium,46.2,Priority 2 - Monitor,Monitor the account and review for emerging engagement or subscription risks.,EdTech,US,2024-07-18,organic,Basic,45,0,13,1,1,Enterprise,45,8955,0,annual,1,77,765,230759,41,34,73,2024-12-20,7,5.359477124183006,2996.87012987013,9.935064935064934,11,3.0,47.333333333333336,37.0,3.0,0.0,2024-04-29,1,166,0,1,246.0,1,"['numeric__active_usage_days', 'numeric__unique_features_used', 'categorical__latest_plan_tier_Enterprise']"
